chromosome	start	end	entrezid
12	101111304	101522419	121601
5	140571942	140575215	56127
5	140571942	140575215	56126
3	101546835	101579866	64332
22	50919985	50924869	79924
8	131064353	131455906	50807
5	140579183	140582618	56125
1	16174359	16266955	23013
20	37554955	37581703	81610
11	130029457	130080271	6768
14	54416454	54425479	652
19	4174106	4182601	51548
11	47799639	47870107	23279
22	50925213	50929077	55586
3	37493606	37865005	3680
7	64432154	64467062	51351
5	79287134	79379110	7060
5	140588269	140591696	56124
1	156182784	156212874	11243
X	152240839	152340864	84968
5	140593509	140596993	56123
7	130020180	130027955	1357
X	114238538	114254540	3598
17	1619817	1641893	124997
19	39971052	39984422	92609
17	7184986	7191576	6517
5	140602931	140605858	56122
7	64838712	64866038	168374
2	44066103	44105605	64241
11	85955586	85989855	8726
5	140625147	140627799	56121
5	140682196	140683612	83884
15	85427885	85518876	9154
8	75736772	75767264	51050
2	242295658	242434256	9855
19	16589868	16607003	125972
HG104_HG975_PATCH	144789522	144790224	100130274
11	130096572	130184581	29068
5	140698057	140700330	6879
3	185194284	185216845	90407
HG104_HG975_PATCH	144798429	144804628	225689
4	69512348	69536346	7366
6	33161365	33168630	6257
16	20634559	20710212	116285
4	101944566	102269435	5530
19	54799854	54809952	11026
1	111743393	111786062	1117
16	90095316	90096309	750
7	28338940	28865511	9586
5	140710252	140892546	56114
1	38462442	38471278	2275
19	16607122	16632163	84167
14	54863567	54886936	1033
8	75896750	75946793	83690
16	90122974	90158480	11105
12	48357352	48362661	79022
HSCHR6_MHC_DBB	32236325	32315209	10665
HSCHR6_MHC_MCF	32197644	32216187	80864
HSCHR6_MHC_MCF	32197644	32216187	9374
19	54818353	54824409	353514
1	156211753	156213112	632
1	38474930	38490496	51118
5	140718539	140892546	56113
16	20744986	20753406	55623
5	140723601	140892546	56112
3	57124010	57204334	54756
19	54844456	54850421	23547
9	117782806	117880536	3371
11	130274820	130298888	11095
5	179338651	179499118	55819
5	140729828	140892546	56104
4	69681711	69696914	7365
1	16268364	16302627	7709
2	49189296	49381676	2492
2	44113647	44223144	10128
20	37590942	37668366	60625
7	65338254	65424550	154807
19	16628700	16653341	10523
11	417933	442011	338440
1	38509523	38512450	5453
10	115438942	115490662	840
6	31110216	31126015	54535
HSCHR6_MHC_DBB	32336148	32350396	56244
4	69794181	69817509	79799
X	152341458	152343394	84968
1	39303870	39325495	64121
14	105675623	105781926	2972
X	152481522	152486115	4100
6	132021520	132022635	79541
6	132029581	132032206	100128553
6	132029581	132032206	643854
16	20791515	20911671	112479
7	102740223	102790007	222236
HG104_HG975_PATCH	144806103	144815971	286077
X	152599613	152625568	10838
11	130318869	130346532	170689
22	50941376	50946135	91289
17	7476144	7485342	26781
7	65425671	65447301	2990
17	7478031	7478165	652965
14	24658349	24682679	10548
X	114345185	114468635	57631
X	152683780	152687087	139735
5	140734768	140892546	56111
17	7657638	7658294	118432
5	140739703	140892546	56103
9	117904097	118164923	50514
6	132129156	132216295	5167
11	86013253	86056969	51501
17	7191571	7197934	51087
14	74523553	74551196	4329
19	39989535	39999121	10683
5	140743898	140892546	56110
5	140749831	140892546	56102
X	152710178	152736045	11219
19	54865362	54882165	3903
4	69917081	69978705	7364
5	79407050	79551898	256987
3	185224050	185270401	200879
1	16330731	16335302	149563
9	118916083	119164601	5069
1	111833484	111863188	27159
16	58699013	58719008	55238
3	101818088	102198685	131368
17	7809440	7809578	677763
17	7816642	7819271	284023
19	40005753	40011326	348303
7	94926988	95025673	5444
1	16340523	16346089	27129
11	130745331	130786404	399979
3	37903451	38025960	10217
17	40554470	40575535	284119
8	76320149	76479078	3174
8	131792547	132054672	114
17	8123960	8127361	284029
19	4183351	4224811	170961
12	53720362	53739099	121340
5	179527795	179636153	255426
HG104_HG975_PATCH	144873090	144897549	23513
11	448268	491393	81490
10	99526508	99531709	6425
4	70065669	70080449	10720
10	99609996	99631337	401647
6	33168222	33172216	7922
19	4229495	4237528	10148
12	53773960	53810230	6667
17	1646130	1658562	5345
15	85523671	85682376	5151
19	40021630	40023494	126272
X	114423963	114427431	139804
12	6456009	6486896	6337
16	432097	442960	100134368
19	16660642	16683193	79939
5	140753651	140892546	56109
1	39328636	39347289	26292
1	111888910	111895635	128344
X	114524293	114542121	51213
19	40028890	40030870	163126
7	102937869	102969958	9512
11	86085778	86134151	60494
2	136597196	136633996	4175
5	140762467	140892546	56108
19	40093164	40098116	29124
HSCHR6_MHC_DBB	32382335	32387545	3122
1	156213206	156217881	79957
11	48002113	48189670	5795
22	50946645	50961901	29781
12	22199108	22218608	55907
1	39330175	39347289	81025
5	140767452	140892546	56101
5	140767452	140892546	8641
16	58741035	58768261	2806
10	115511213	115543188	79949
5	140772381	140892546	9708
5	140772381	140892546	5098
7	29034847	29235067	54504
1	111956936	111970399	5016
11	48238344	48239314	119765
5	140782520	140892546	56107
11	48266608	48267622	119764
19	40194946	40200084	56891
1	39351479	39407471	54933
11	48285413	48286330	390113
7	130033612	130082274	95681
4	102332443	102995969	55024
5	140787770	140892546	56100
11	48327775	48328704	256148
20	39314488	39317880	9935
11	48346472	48347507	256144
5	140792743	140892546	56106
7	94989256	95025680	5446
16	20817751	20860987	81691
19	16685718	16739873	9441
11	48510269	48511332	403253
1	39456895	39471731	79647
5	79615444	79617661	84654
HSCHR6_MHC_DBB	32516731	32550833	3123
20	39657458	39753127	7150
14	24658363	24682679	10548
5	179660143	179719099	5601
1	16345370	16360545	1187
5	140797427	140892546	56099
14	74551499	74667936	91750
9	119187504	120177348	23245
5	140800762	140891835	56105
5	140800762	140891835	5098
14	24674903	24677568	283629
10	99624757	99790585	55118
1	111982512	111991998	79084
17	7210318	7215774	1984
3	57231944	57260549	8820
5	140810185	140892546	26025
19	4247076	4269087	55702
8	77593454	77779521	79776
HSCHR6_MHC_MCF	32208792	32212490	80864
1	156219015	156252620	23381
3	48673902	48700348	1951
11	131240373	132206716	50863
3	127317066	127341276	4171
17	1665253	1680868	5176
17	40610862	40674629	535
HSCHR6_MHC_DBB	32574291	32596644	3117
5	79703832	79775169	9765
19	4278598	4290721	56961
X	152713124	152760978	55559
11	494512	507300	6050
16	61681146	62070939	1006
4	70146217	70160768	54490
1	111991486	112005395	515
6	132269316	132272513	1490
17	76849059	76921469	7077
19	4292229	4302428	126259
20	39765600	39811629	5335
11	86152150	86383678	10873
3	38029550	38048679	50853
12	22216707	22589975	6489
1	39491990	39500308	4725
5	60240956	60448853	91942
9	119449581	119463579	22954
3	105085753	105295744	214
11	49168187	49230222	219595
11	49168187	49230222	2346
1	112016414	112021134	128346
HSCHR6_MHC_MCF	32212421	32222305	10554
14	54893654	54908149	10175
9	120466610	120479149	7099
19	4304597	4323840	79187
12	53817639	53825318	269
16	1025761	1031596	64788
3	57261765	57307496	26060
19	40221890	40228668	1178
19	40267235	40276775	342900
1	16370272	16383803	1188
HG104_HG975_PATCH	144898514	144912029	22827
9	121915736	122131745	1620
1	112025970	112106584	140
2	136664247	136743670	1615
1	156252726	156262976	84283
8	132916335	133025889	23167
HSCHR6_MHC_MCF	32222563	32225000	6048
14	24678789	24683075	29082
X	114795501	114885181	5358
1	16384264	16400127	348487
12	53835389	53840429	54458
5	140855580	140892542	5098
19	16741562	16771253	79086
5	140864741	140892546	56098
11	86502101	86663952	11098
2	242432089	242449145	10494
19	40315990	40324841	9149
1	112084840	112259313	5906
12	48366748	48398269	1280
10	6469105	6622263	5588
7	65540785	65558545	435
16	20866247	20911706	123879
5	60453536	60458301	643155
1	16450832	16482582	1969
7	95034175	95064510	5445
16	1114093	1128707	146336
4	103172198	103352415	64116
16	20911190	20936328	57149
1	112223252	112298446	55924
4	70345883	70391732	7363
19	54926393	54948080	57348
11	86656721	86666433	8322
7	29161890	29553944	1124
1	156259880	156265463	112770
8	133036467	133097902	729330
14	54941202	54955914	2764
4	70454135	70518965	10941
14	74706175	74729441	338917
HSCHR6_MHC_MCF	32225175	32228531	177
16	64977656	65160015	1009
1	112297867	112310638	11218
8	133036467	133071627	729330
15	85923802	86292586	11214
6	132617194	132722684	26002
17	76967320	76976191	3959
7	130126012	130146133	4232
8	133073733	133123406	10086
8	77892494	77913280	5828
11	86748886	87034800	65084
3	185300284	185351339	59343
3	193310933	193415612	4976
6	132767006	132834337	8417
16	20944433	21170762	55567
14	24683143	24685276	145553
19	16771938	16800840	79041
12	6484211	6500733	4055
X	152760397	152775012	633
17	7214643	7218883	2874
5	60628100	60841997	57688
19	54960065	54973217	114823
6	132859429	132860470	134860
6	132873832	132874860	83551
10	99627889	99631294	401647
6	132891461	132892498	319100
8	79428374	79517502	5569
1	112313284	112531777	3752
1	156268415	156269428	391104
6	132909731	132910877	9038
14	74752126	74769759	5826
6	132938161	132945414	9287
12	101549271	101604185	160728
4	70454912	70518967	10941
11	49973943	49974971	283092
6	132966123	132967142	134864
1	16524349	16539104	128272
11	50003009	50004071	283093
14	54976530	55005567	10668
11	51411378	51412448	81318
10	99894387	100004654	27291
6	133002729	133035188	8876
8	79578282	79632000	51101
11	51515282	51516211	119749
22	50961997	50964868	9997
11	55029658	55038595	729384
11	55029658	55038595	79097
1	112938803	113006078	55917
11	55110627	55111707	81327
11	55135360	55136394	81328
1	16558195	16563657	79363
5	60933535	61047590	285668
11	55321783	55322895	81309
4	70586880	70653679	27284
3	38048987	38071253	5333
5	179727690	179780387	9945
19	54972981	54974894	94059
11	55339604	55340536	219428
12	101673887	101780394	27340
7	102952921	102985320	27000
19	54976210	54984411	148170
19	16830787	16928774	284434
7	65579591	65619555	27297
11	55370830	55371874	219429
19	4324040	4342783	55620
11	55405834	55406772	81300
1	16573334	16678949	54455
1	113009163	113072787	7482
11	55418380	55419315	219431
11	55432614	55433671	219432
8	79587978	79717758	3574
17	1682779	1733928	114826
11	87846410	87908635	23682
19	55009100	55021897	3904
22	50964181	50968485	1890
11	55540914	55541858	390142
11	55563032	55563976	219436
20	39807088	39946312	23051
11	55578854	55579952	219437
11	55587086	55588073	219438
16	66400533	66438686	1003
4	70676498	70725870	6783
11	55594695	55595630	26338
14	24686058	24701660	4738
1	16679070	16724640	26099
11	55606228	55607214	390144
11	55650773	55659286	84767
5	61601989	61833076	3796
22	50968139	50971009	440836
3	48701364	48723797	51517
20	39969560	39989222	64900
19	4343524	4360083	84954
8	80523049	80578410	11075
9	123151147	123342448	55755
22	50986462	50989451	113730
22	50989541	51001334	644186
11	55681126	55682058	390148
4	103422486	103538459	4790
3	105374305	105588396	868
11	55702932	55703876	10798
11	55734975	55735990	282770
20	39988606	39995467	90187
11	55761157	55762101	338674
11	88026760	88070955	1075
11	55797895	55798869	219447
11	55860753	55861762	120586
2	242498136	242513546	666
11	55872519	55873457	390151
11	55889849	55890787	390152
10	100007447	100028007	84171
11	55904247	55905194	81168
19	16940211	16991164	23309
11	55926870	55927793	219453
12	53835525	53874946	5094
2	242523820	242576864	51078
19	4360367	4400544	6455
17	7215980	7222493	2874
19	55084387	55099027	11027
4	70796799	70812289	1446
2	136871919	136875735	7852
14	55033815	55260033	23034
5	179921412	180005405	57472
20	40030741	40247133	84181
1	16713612	16763919	374955
8	133133108	133493200	3786
11	55944094	55945032	282775
11	55999490	56000737	219464
16	66461200	66527432	146227
12	22601517	22697480	9847
11	56019676	56020698	390154
16	21169698	21191937	57146
11	56043029	56044146	390155
11	56057529	56058566	219469
12	6554033	6560884	939
11	56085783	56086721	219473
11	56113421	56114507	390157
11	56127691	56128764	219477
11	56143100	56144029	219417
3	127348024	127391652	50512
14	24701628	24708448	51292
7	65670186	65885530	8460
22	51007290	51017899	1375
12	48436681	48500091	29843
11	56184734	56185708	219479
X	115301975	115306225	186
8	133584320	133687838	23639
11	56229945	56230877	390162
11	56236964	56238014	219482
15	86302554	86338261	64410
17	76987799	77005949	124583
11	56257825	56258871	219484
1	16767167	16786573	55707
11	56309746	56310757	219487
16	21208773	21225831	7783
X	115567790	115592625	11254
11	56344212	56345263	390167
12	6560856	6575683	55080
11	56380031	56380978	390168
11	56408942	56409947	338675
11	56431138	56432163	219493
9	123363091	123476748	1955
15	86685227	87572283	123624
19	4402659	4445015	10036
10	13685706	14504141	55691
8	80676245	80680098	23462
17	1732996	1803376	6117
7	29603427	29606911	222171
16	21244986	21263750	257629
7	66093868	66276446	154881
7	66093868	66276446	27342
9	123514256	123555690	26190
16	66541906	66586447	7084
17	17746828	17875736	146691
7	29846102	29956682	644150
3	57302375	57326710	142686
2	242576628	242613272	23192
11	88237744	88799113	2915
X	115592849	115594164	203413
HSCHR6_MHC_MCF	32228948	32234390	5089
7	95107756	95169544	51666
2	137523115	138435287	80731
16	21250195	21314404	1428
11	88910620	89028927	7299
14	55308726	55369570	2643
17	1837971	1928639	146760
9	123577774	123605262	5711
X	152783134	152848397	492
HSCHR6_MHC_MCF	32234970	32239727	63940
19	16999671	17003417	9002
1	16888814	16940057	284565
1	16888814	16940057	200030
1	16888814	16940057	55672
10	100143322	100174941	84795
1	156278759	156337664	7203
19	55085346	55148979	10859
19	4444996	4457819	80700
5	180017103	180018540	92304
9	123617977	123639606	26147
3	127391778	127399768	80325
3	38080696	38165516	9940
8	133697253	133772958	137835
HSCHR6_MHC_MCF	32239047	32268294	4855
15	88418230	88799999	4916
1	39546988	39952849	23499
2	138721590	138773930	3176
3	57327727	57530071	201625
19	17003758	17137625	27151
X	117031776	117251303	90293
11	56510303	56511287	283189
3	48725436	48777786	51447
17	7218947	7232712	84461
4	103552660	103682151	4126
11	56756347	56757342	390181
9	123664671	123691451	7185
11	56949221	56959191	219527
14	105714827	105717430	90135
5	180028506	180076624	2324
11	57001051	57004709	187
4	70820974	70826725	1447
22	51017378	51039884	1120
1	113066140	113163447	54879
17	77018896	77045870	114897
4	70861647	70868287	6779
7	29959719	30029905	9805
11	57067112	57092426	85456
16	66586466	66600154	51192
9	123714616	123812554	727
17	1933404	1946724	1801
HSCHR6_MHC_MCF	32360675	32415872	10665
12	6571403	6580153	6843
6	31126319	31134936	6941
7	30050203	30066300	55033
11	57093459	57103351	6749
19	4472284	4502223	84717
8	80830952	80942524	28957
7	102984701	103009842	5701
11	57105848	57138073	5024
8	133787618	133861052	51105
14	105766900	105864484	23241
11	57144242	57148623	10394
4	70894130	70902255	3347
19	17160539	17186435	93323
3	107096188	107097481	84692
7	95212811	95225803	5166
11	57154267	57158130	5553
7	30067020	30170096	84725
16	21608539	21668794	51108
7	66147151	66276451	27342
22	51039114	51052409	23542
11	132284871	133402414	4978
6	133065009	133084598	8875
20	40701392	41818610	11122
10	100175955	100206684	3257
7	130146089	130353598	26958
11	89057524	89322779	50507
1	156307105	156316786	128229
1	113161795	113214241	829
HSCHR6_MHC_MCF	32436807	32451073	56244
11	133710526	133715433	219938
7	130353488	130372268	114960
14	24708849	24711880	26277
5	180166042	180167099	134083
HSCHR6_MHC_MCF	32482996	32488206	3122
11	57174427	57195053	29015
14	55405668	55493823	11169
7	95401866	95739634	1780
15	89002707	89010650	26589
19	4502204	4517716	729359
16	66600294	66613040	113540
11	133778459	133826880	22997
16	21652609	21663981	10261
9	123837141	123939888	11064
15	89010684	89022222	64963
5	180217541	180242652	4245
19	4522543	4535236	440503
5	61683081	61699766	27292
3	107241783	107530171	56987
HSCHR6_MHC_MCF	32631439	32652184	3117
19	55105047	55113555	11024
17	17876127	17920203	83450
14	74769772	74826711	55237
8	80870571	81143467	7163
12	6601150	6603007	51258
20	42086568	42092245	6431
11	133938820	134021896	83700
14	74872596	74892805	646658
2	242615157	242626406	1841
7	66386212	66423538	55069
14	74942895	74960880	10577
1	113215763	113243368	4343
6	133090509	133119701	116843
6	31132119	31148508	5460
16	21689835	21772050	146183
1	17066768	17299474	9696
2	50145643	51259674	9378
1	156339003	156355011	57127
19	55155340	55181810	11006
3	57542003	57552571	201626
3	127407909	127542051	11343
9	123940415	123985292	51552
22	51061182	51066607	410
20	42136320	42179590	26013
5	180274611	180288286	643836
3	57557090	57583947	378
2	139259371	139331117	339745
7	130417401	130418888	136259
3	38144620	38178733	30
4	70916119	70924562	3346
6	133135580	133138703	6206
19	17186591	17325346	4650
19	4536421	4540486	116844
11	57228022	57245007	349667
1	17300997	17307330	4237
11	134020014	134095348	23310
12	6602522	6641121	9918
12	22778009	22843599	55500
17	77071021	77084681	64772
4	103715540	103790053	7323
7	130794855	131181395	4289
17	1945327	1946724	124641
2	242641450	242668893	84289
HSCHR6_MHC_MCF	32658022	32667070	3119
11	57252007	57283259	8501
19	4542600	4559820	10501
15	89054790	89089906	55070
17	1957448	1962981	3090
2	139428342	139537918	11249
15	89164527	89175513	64782
16	66613351	66622178	146225
3	57611184	57678816	201627
19	4639530	4655580	126282
7	66452664	66460588	51119
1	39876151	39882154	643314
X	117480036	117583924	54521
1	39957318	39991607	353500
19	4641386	4670382	56005
15	89179384	89199714	3669
12	53874274	53893847	7786
22	51112843	51171726	85358
14	74960423	74963809	122961
7	30174426	30202378	222166
1	17312453	17338423	23400
HSCHR6_MHC_MCF	32742904	32748772	3118
3	48782030	48885279	5576
7	30323923	30452118	223082
7	102993177	103086624	375611
22	51176624	51183762	49
16	66637777	66647795	123920
X	152853377	152865500	92002
3	127634075	127706514	166348
2	140988992	142889270	53353
19	55235969	55378448	3812
19	55235969	55378448	3811
4	70999333	71042516	401137
HSCHR6_MHC_MCF	32757661	32765119	3120
1	113243728	113250056	389
14	24718320	24733638	7051
7	66460160	66704501	55253
6	133561736	133853258	2070
17	1963133	2207065	23293
1	156374042	156400493	10485
16	66648653	66730610	146223
3	127770484	127790526	29927
11	57295936	57298276	26519
4	71062213	71070293	54959
11	89443467	89451040	390231
1	40026488	40042462	8761
15	89346674	89418585	176
11	89530823	89541743	57093
11	57308979	57318108	219537
4	71091788	71100969	260436
14	55493948	55516206	122809
19	4675236	4724685	91039
11	89602450	89609185	120146
11	57319129	57335757	9246
7	30464143	30518400	10392
19	17326155	17330638	55850
14	55518349	55536910	93487
4	71108305	71117145	1448
9	123970072	124095121	2934
11	89644279	89654935	729384
4	71200683	71202833	85438
4	71226478	71232875	26952
14	55590828	55612126	3958
22	51205929	51222091	11159
22	51205929	51222091	11158
4	71235810	71255961	10879
7	30536237	30591095	79017
4	71263599	71275911	58503
5	61699799	61924409	51194
5	180326077	180377906	79908
11	134094539	134117686	112936
11	57364860	57382326	710
8	133879203	134147147	7038
1	113252616	113258099	333926
16	66754796	66785701	1783
14	105886159	105937066	9112
11	89864683	89926062	10003
3	48894369	48936426	788
12	23682440	24103966	6660
20	42187608	42216877	10110
HSCHR6_MHC_MCF	32814044	32818329	3112
19	55235984	55248003	115653
11	134118173	134123264	29087
6	31165537	31171745	253018
1	113263041	113269857	284467
1	17345217	17380665	6390
9	124101355	124132531	2040
X	117629861	117820126	139818
2	242673994	242708231	728294
16	21845890	21892148	23117
HSCHR6_MHC_MCF	32823109	32840035	6891
7	69063905	70258054	26053
1	40089825	40105617	26508
6	31236526	31239907	3107
X	152907946	152916781	1852
17	17880723	17942523	91647
14	24734744	24740945	5875
1	17393256	17445948	11240
1	113454469	113499635	6566
15	89420519	89438857	145864
HSCHR6_MHC_COX	29788431	29792600	3135
5	180415845	180433727	10917
2	242716240	242743623	64090
19	55236002	55325972	3805
HSCHR6_MHC_MCF	32841974	32845960	5696
12	48498922	48540187	5213
19	17337013	17340028	79629
9	124329336	124547809	153090
11	134123389	134135749	27034
7	131185021	131242976	5420
14	55614830	55658396	9787
16	21963981	21994981	7385
1	113615831	113674882	9860
4	71296209	71348714	4589
HSCHR6_MHC_MCF	32845393	32880808	5698
11	89934328	89956532	26973
15	89441916	89456642	4240
11	57412560	57417417	219539
2	242749920	242758739	129807
17	77085427	77613550	146713
7	95749532	95951459	10165
7	30634297	30673649	2617
1	40124793	40137710	84618
X	152935185	152954465	139728
9	124584207	124855885	158135
16	21995186	22012433	255762
11	57416465	57429340	10978
1	156433519	156470620	4209
1	40144320	40157361	51440
16	66788879	66835523	283847
8	81397854	81438500	65986
19	4791728	4795571	55527
9	124894745	124922098	4702
19	4815944	4831716	148022
HSCHR6_MHC_MCF	32846466	32855235	6890
20	42219571	42275936	51098
1	17531621	17572500	29943
11	57435219	57468659	25921
9	124922190	124962367	254956
5	180467225	180488523	153579
4	71384257	71398459	401138
17	7239848	7254797	9744
10	100218875	100995619	60495
12	53894705	53900215	6895
7	30692200	30739745	1395
1	17575593	17610728	51702
19	4838353	4867780	10226
6	134210276	134216691	6943
1	40157854	40229586	10450
19	55249980	55295776	3804
4	71457973	71473005	258
14	92582466	92588261	4707
1	17634690	17690499	23569
14	74964873	75079306	4053
15	89630690	89745591	11057
4	103790135	103810399	493856
17	77704681	77716021	339221
5	180581943	180582890	285659
17	7255208	7258258	147040
16	22018959	22098855	730094
16	22018959	22098855	146177
17	7258442	7260538	339168
11	57471186	57479693	219541
12	6643093	6647537	2597
17	77751931	77761782	84733
9	124964856	124991905	26468
3	38179969	38184513	4615
5	180620924	180632293	81786
8	81540686	81787016	619279
11	134144139	134189458	112937
1	113933371	114228545	260425
20	42295754	42345136	4605
3	107762145	107809872	961
HSCHR6_MHC_MCF	32935860	32954358	3109
11	57480072	57508445	51075
8	81880045	82024303	55824
3	127783621	127872757	8607
9	124999903	125027118	92400
19	17342692	17356749	2063
1	40222854	40254533	656
7	30737601	30797218	11185
15	89753100	89764982	6017
2	143635067	143799890	8942
8	82192598	82197012	2171
16	22103859	22168287	146177
6	134273308	134311570	9519
14	92588281	92630755	53981
1	40235195	40237020	64064
7	30791753	30931696	11185
22	17082777	17179632	387590
20	42354804	42355638	149699
8	134048973	134115298	6503
4	71494461	71552533	10117
19	55281263	55295774	3802
17	17942606	17971718	79018
1	156495197	156542396	128239
2	242792033	242801060	5133
20	42543504	42698256	84969
8	82352561	82359758	5375
19	17359985	17393595	83878
HSCHR6_MHC_MCF	32949846	32971961	3108
5	61808070	61808309	1163
19	55344131	55360024	3809
3	48955221	48956818	646450
19	4890449	4902879	645432
3	38206580	38296979	9943
17	7283853	7293093	8711
11	92085262	92629618	120114
2	242811752	242815975	285093
5	61874562	61877275	100130733
8	82370576	82373814	646480
9	125026882	125085743	92399
17	77765931	77775482	57332
4	71521258	71547534	3512
22	17308364	17310225	27437
7	131808091	132333447	91584
1	17733256	17766220	55920
5	180649499	180662809	90933
17	41322498	41363708	4077
4	103806205	103940896	150159
19	4969125	5153606	23030
7	30811033	30932002	84182
8	82390654	82395498	2167
3	57741177	57914895	7871
11	92702886	92718232	4544
8	82437216	82443613	646486
3	48956254	49023815	10425
1	40306723	40349183	54802
6	31321649	31324965	3106
4	71554196	71556267	57050
14	24759804	24769039	115817
11	92877341	92931130	120103
6	134309835	134373774	154091
14	92788925	92962596	123041
9	125132824	125157982	5742
X	152953554	152962048	6535
1	114239453	114302111	10745
7	30893010	30965131	358
17	17991200	18011285	1819
5	63256183	63258334	3350
16	66836778	66907159	8883
15	89787180	89860492	55215
7	70597155	71178585	64409
7	96110938	96339203	7979
9	125239220	125240235	347168
9	125273081	125274022	26740
8	134203282	134242587	8840
9	125281420	125282361	26219
9	125288637	125289572	138883
7	30978284	31032869	2692
9	125315391	125316493	138882
1	156549519	156556562	164118
9	125329778	125330838	138881
4	71569921	71673032	22902
9	125376948	125378026	158131
10	101088856	101154087	26507
14	55738021	55828636	55030
9	125390858	125391852	347169
17	2206677	2228554	63826
11	134201768	134248235	89944
9	125423845	125424927	26737
9	125437315	125438432	26735
14	55833110	55878576	22863
1	114304454	114355098	54665
9	125486269	125487204	254973
9	125512019	125513062	392390
7	132469629	132766848	54927
1	17866330	18024369	55160
9	125551150	125552237	392391
14	24769068	24778330	161424
4	103941025	104006986	133308
9	125560668	125590910	5082
6	134490384	134639250	6446
7	71244476	71912136	83698
3	127872297	128127485	60678
9	125562370	125563395	392392
5	63461671	63668696	285671
20	42740335	42816218	57158
3	38307303	38319806	9390
11	134248398	134281812	27087
3	128181282	128186091	165721
14	55880259	55923444	387332
1	156561554	156564091	128240
14	75120140	75179818	9870
20	42825136	42839431	51526
17	77806955	77813228	8535
3	128198270	128212028	2624
14	24774302	24780636	27141
5	63802084	63908139	401190
7	103112231	103629963	5649
20	42875887	42909013	78997
19	17378159	17392058	29086
3	38323785	38360066	9389
11	93063137	93171653	159989
7	96634860	96640351	1750
19	5158506	5340814	5802
20	42931478	42939809	128486
20	42965626	42979875	140902
14	105939299	105946499	1397
8	82570196	82598928	3612
1	40361098	40367928	4610
14	24774940	24781259	56413
17	77906142	78009647	125058
9	125606835	125667620	54542
11	93211638	93276674	56935
11	811681	811814	619565
16	66878282	66888056	766
12	24964295	25102393	586
3	107879659	107941417	55081
1	114356433	114414381	26191
10	101156627	101190381	2805
16	66912492	66929657	57546
20	42984340	43061485	3172
3	38388251	38462839	9942
9	125670335	125675609	10773
8	134249414	134314265	10397
1	156564279	156571288	54865
X	117861535	117928502	3597
7	96649704	96654409	1749
1	40420802	40435638	84879
17	7293046	7307416	57048
16	22217603	22298554	29904
2	143848931	144525921	55843
17	2225797	2240801	55720
7	132937829	133751342	60412
11	93394805	93463522	85459
5	180663909	180675096	619571
5	180663909	180675096	619570
5	180663909	180675096	10399
19	17392454	17398455	126549
8	82605842	82608409	347051
7	96745902	96811075	57001
14	24778161	24781252	56413
5	64013971	64064512	285672
1	114420790	114430169	440603
7	97361220	97369784	6863
14	24780656	24787242	1241
11	1592583	1620414	338651
1	18081808	18153558	81569
15	89859534	89878092	5428
11	1686827	1689086	387742
11	1704499	1706859	100132464
10	101292690	101296278	159296
1	18434240	18704977	84966
11	2004467	2011150	100133545
12	53900474	53901422	8620
X	152965947	152990152	10134
3	128290843	128294929	23434
1	18807424	18812478	127707
3	108015376	108097132	11148
11	2016406	2022700	283120
1	156589086	156595517	60484
7	31092076	31151089	117
2	2323004	2330882	730811
20	43104526	43123244	79183
1	18957500	19075360	5081
16	22308730	22346424	55718
17	78010435	78074412	55036
11	2161731	2169894	51214
14	56025790	56168244	3895
1	19166093	19186176	80834
16	66942025	66952887	1014
1	114437370	114447823	10717
8	82613569	82645138	79752
4	104000592	104021040	56898
20	43124862	43150750	10955
10	14560556	14816896	83641
12	48541571	48574996	140461
12	53901640	54020199	11016
17	2240792	2284352	9905
10	101370282	101380366	81894
5	180681417	180688119	84851
19	17402940	17421045	79575
1	19197926	19229275	8659
20	43160426	43252888	11142
16	22357257	22448486	1039
2	6072819	6141407	400940
X	152990323	153010216	215
1	114447763	114456708	64858
3	128338817	128399918	6184
5	180794269	180795263	729759
19	5455426	5456867	148066
19	17403418	17417652	64981
3	108099216	108248169	22989
5	64064757	64314590	10283
16	66955582	66959547	6236
14	24787555	24804299	196883
17	7306294	7307456	254863
19	5587010	5624057	9667
15	89998680	90039844	51458
3	128444965	128533639	7879
19	17420327	17434110	79016
1	156611182	156629324	63827
17	7308193	7323179	57555
11	93463114	93517557	692072
11	93463114	93517557	692063
11	93463114	93517557	677822
11	93463114	93517557	677805
11	93463114	93517557	677792
11	93463114	93517557	654320
11	93463114	93517557	79101
10	101419263	101465997	57089
19	17434032	17445638	57719
20	43248163	43280874	100
4	71681499	71705662	2926
14	92980118	93155339	79890
16	66965959	66968326	51647
7	31377075	31380508	63974
6	31462658	31478901	4277
HSCHR6_MHC_COX	29809936	29810766	57666
1	19230775	19283180	126917
7	72349936	72421979	9883
16	22490442	22547842	100132247
16	22490442	22547842	613037
17	7323679	7324951	374768
12	48577366	48579709	387856
12	48596081	48597170	121275
16	66968347	66978999	8824
17	7328934	7330887	201243
15	90118713	90174287	90381
X	117957753	117960931	170261
12	48722763	48724062	341567
17	18012020	18083116	51168
7	97481430	97501854	440
7	31553704	31698334	223075
3	49027319	49044587	54681
20	43343485	43357150	8839
12	48733791	48745197	121274
1	156638555	156647189	10763
X	153029651	153044801	5365
12	25146358	25150453	196415
7	72430016	72439997	378108
3	38495342	38534633	93
