gene_symbol	chromosome_name
ZNF879	5
ZNF887P	19
ZNF888	19
ZNF890P	7
ZNF891	12
ZNF90P3	7
ZNF92P1Y	23
ZNF92P3	19
ZNF969P	4
ZNF971P	16
ZNHIT1	7
ZNRD1	6
ZNRF3	22
ZNRF3-AS1	22
ZNRF3-IT1	22
ZP4	1
ZRANB1	10
ZRANB3	2
ZSCAN22	19
ZSCAN23	6
ZSCAN29	15
ZSCAN31	6
ZSCAN5B	19
ZSWIM1	20
ZSWIM3	20
ZSWIM4	19
ZSWIM5P2	17
ZW10	11
ZYG11B	1
ZZEF1	17
GALNTL2	3
C13orf33	13
TMEM178	2
ASAM	11
C9orf125	9
C21orf34	21
C7orf58	7
LOC134466	5
NBLA00301	4
PPAP2B	1
TENC1	12
CCDC46	17
GPR116	6
C1orf190	1
LOC399959	11
CCRL1	3
LOC644538	0
ELTD1	1
MGC45800	4
C5orf62	5
GPR124	8
FLJ10357	14
PPAPDC3	9
C10orf72	10
LOC650368	11
C4orf31	4
C5orf53	5
PCDHB18	5
C12orf68	12
ODZ3	4
FAM82A1	2
SGK269	15
FLJ42709	5
LOC400043	12
LOC642846	12
CIRH1A	16
C10orf26	10
ODZ4	11
C5orf36	5
FAM176A	2
DDX12	12
BEAN	16
SEPT8	5
C16orf61	16
TMEM180	10
SLMO2	20
LEPRE1	1
THOC4	17
C7orf10	7
CCDC21	1
C5orf13	5
LOC100128191	12
CTPS	1
C9orf100	9
C1orf135	1
ORC1L	1
ORC6L	16
TMEM90B	20
C20orf103	20
EPR1	17
LOC399959	11
ASAM	11
MGC45800	4
GPR133	12
GPR124	8
C9orf125	9
ODZ3	4
C5orf62	5
C13orf33	13
NBLA00301	4
CXCR7	2
CTSL1	9
CROCCL2	1
CES8	16
CCDC99	5
CCDC52	3
CCDC45	17
CCDC41	12
CCDC23	1
CCDC11	18
C9orf68	9
C9orf45	9
C9orf95	9
C9orf93	9
C8orf79	8
C8orf51	8
C8orf42	8
C9orf140	9
C9orf122	9
C8orf85	8
C6orf170	6
C6orf168	6
C6orf167	6
C6orf165	6
C7orf41	7
C6orf64	6
C6orf124	6
C6orf155	6
C6orf134	6
C4orf39	4
C4orf23	4
C5orf32	5
C2orf89	2
C2orf7	2
C3orf55	3
C3orf15	3
C2orf63	2
C21orf88	21
C21orf82	21
C21orf67	21
C22orf36	22
C22orf25	22
C20orf160	20
C20orf151	20
C20orf132	20
C20orf12	20
C20orf72	20
C20orf30	20
C1orf96	1
C1orf88	1
C1orf77	1
C20orf11	20
C1orf172	1
C1orf170	1
C1orf130	1
C1orf107	1
C19orf55	19
C1orf126	1
C1orf113	1
C17orf86	17
C19orf46	19
C18orf45	18
C16orf93	16
C17orf69	17
C17orf68	17
C17orf28	17
C15orf33	15
C15orf24	15
C15orf44	15
C15orf34	15
C14orf139	14
C14orf138	14
C14orf102	14
C14orf174	14
C11orf92	11
C11orf9	11
C12orf62	12
C12orf59	12
C12orf32	12
C10orf81	10
C10orf79	10
C11orf35	11
C10orf116	10
C10orf58	10
C10orf47	10
BRP44L	6
AQPEP	5
ANKRD56	4
ANKRD57 2
PDXDC2	16
SC4MOL	4
TMEM84	15
RAD51L1	14
PLEKHA9	12
LOC642587	1
KIAA1467	12
KIAA1598	10
ProSAPiP1	20
MCART1	9
LOC80154	15
LOC440905	2
LOC121838	13
LOC100190939	13
LOC90246	3
LOC100133669	8
PPAPDC1B	8
METT10D	17
LASS3	15
ZNF37B	10
ZNF321	19
ZNF397OS	18
SUV420H1	11
SFRS14	19
SFRS6	20
PGCP	8
MTCP1NB	0
MYCL1	1
LOC283314	12
KIAA0146	8
LRRC50	16
LOC284900	22
ZNF643	1
ZFP112	19
WDR52	3
TSPYL3	20
TMEM111	3
TH1L	20
SFRS13B	6
SEPT11	4
SEPT3	22
SCAND3	6
RRP7B	22
RICH2	17
RG9MTD3	9
PPAPDC2	9
ODZ2	5
NCRNA00173	12
NCRNA00093	10
NCRNA00086	0
MOBKL2A	19
MCM3APAS	21
LRRC48	17
LOC92659	17
LOC729375	3
LOC645332	11
LOC338651	11
LOC284837	21
LOC284023	17
LOC254559	15
LOC401093	3
LOC388152	3
LOC348926	4
LOC100133991	17
LOC100130987	11
LOC100130522	18
LOC100130093	1
LOC154761	7
LOC145837	15
LOC113230	19
LOC100286793	1	
LOC100129534	1
LOC100125556	3
LASS4	19
L3MBTL	20
KIAA1543	19
KIAA1407	3
KIAA1267	17
KIAA0247	14
JUB	14
PPAP2A	5
MOSC1	1
LOC339524	1
LOC283392	12
LOC158376	9
LOC401052	3
KIAA1539	9
KIAA1609	16
ZNF767	7
ZNF193	6
ZNF498	7
TMEM22	3
RPS10P7	1
PPAP2C	19
LOC646851	22
KIAA0664P3	16
KIAA1804	1
IL28RA	1
GUSBL1	6
GPR98	5
GPR114	16
GPR110	6
GPR109A	12
GPER	7
GOLGA2B	12
GCET2	3
FLJ10661	8
FLJ45983	10
FLJ35220	17
FLJ23867	1
FLJ22536	6
FAM82B	8
FAM48A	13
FAM190A	4
FAM154B	15
FAM164C	14
FAM115C	7
FAM116B	22
FAM108C1	15
EFCAB4B	12
EFCAB4A	11
DOM3Z	6
DKFZP586I1420	7
DHDPSL	10
DEPDC6	8
DBC1	8
ANGPTL1	1
CD34	1
CFH	1
EPHB2	1
GREM2	1
ID3	1
ID3	1
PDPN	1
PLA2G5	1
PRRX1	1
ROR1	1
S1PR1	1
SHE	1
SYT11	1
TNFSF4	1
ADAMTSL4	1
AHDC1	1
AIDA	1
AKR7A3	1
AKR7L	1
ANGPTL1	1
ARHGEF19	1
ARID1A	1
ATAD3C	1
ATP1A1	1
ATP1B1	1
ATP2B4	1
ATPAF1	1
BNIPL	1
C1orf106	1
C1orf116	1
C1orf123	1
C1orf210	1
C1orf226	1
C1orf74	1
CAPN8	1
CASQ2	1
CASZ1	1
CCDC24	1
CCDC30	1
CD164L2	1
CD34	1
CDC42SE1	1
CELSR2	1
CGN	1
CHRNB2	1
CITED4	1
CLCA4	1
CLDN19	1
CLK2	1
CLK2	1
CLSTN1	1
CNKSR1	1
COL9A2	1
CR2	1
CREB3L4	1
CYP2J2	1
DCST2	1
DEDD	1
DHRS3	1
DNAH14	1
DNAJC8	1
DNALI1	1
DPH2	1
EDARADD	1
EFNA3	1
EFNA4	1
EIF2B3	1
ELF3	1
EPHA10	1
EPHX1	1
ESPN	1
ESRRG	1
EXTL1	1
FAM46B	1
FAM69A	1
FAM89A	1
FBXO44	1
FLVCR1	1
FNBP1L	1
FUBP1	1
G0S2	1
GBP6	1
GJA4	1
GMEB1	1
GOLT1A	1
GPATCH2	1
GPR153	1
GPR157	1
GRHL3	1
HDAC1	1
HHAT	1
HHAT	1
HOOK1	1
HSD17B7	1
HSPG2	1
ICMT	1
IFFO2	1
IGSF3	1
IGSF9	1
INADL	1
IQCC	1
IRF6	1
ISG20L2	1
JAK1	1
KCNC4	1
KCNK1	1
KCTD3	1
KDM1A	1
KDM4A	1
KDM5B	1
KIAA0319L	1
KIAA0907	1
KIAA1324	1
KIAA1522	1
KIF17	1
KLHL20	1
LAD1	1
LAMB3	1
LAMC1	1
LGR6	1
LIX1L	1
LPAR3	1
LRRC8D	1
MAGI3	1
MANEAL	1
MARCKSL1	1
MARK1	1
MEX3A	1
MFSD2A	1
MGST3	1
MKNK1	1
MRPS15	1
MST1P2	1
MUC1	1
NADK	1
NAV1	1
NEGR1	1
NEK7	1
NFASC	1
NIPAL3	1
NMNAT2	1
NOS1AP	1
NPR1	1
NSUN4	1
NVL	1
OBSCN	1
PADI2	1
PALMD	1
PAQR6	1
PAQR7	1
PCNXL2	1
PDE4B	1
PDE4DIP	1
PDZK1IP1	1
PEX19	1
PGBD2	1
PGM1	1
PHACTR4	1
PIAS3	1
PIGR	1
PLA2G2A	1
PLCH2	1
PLCH2	1
PLEKHA6	1
PLEKHN1	1
PLXNA2	1
PODN	1
POGK	1
POGZ	1
POLR3GL	1
PPFIA4	1
PPP2R5A	1
PRDM2	1
PRDX6	1
PRELP	1
PRKCZ	1
PRMT6	1
PRPF38A	1
PRRX1	1
PTGER3	1
PVRL4	1
RAB25	1
RALGPS2	1
RAP1GAP	1
RBBP4	1
RBM8A	1
RBP7	1
RCAN3	1
RCC2	1
RCC2	1
RGS5	1
RNF207	1
RORC	1
RPS6KA1	1
RRAGC	1
RUNX3	1
S100A10	1
S100A14	1
S100A4	1
SCYL3	1
SDHB	1
SEMA4A	1
SERINC2	1
SETDB1	1
SH3GLB1	1
SHE	1
SLC1A7	1
SLC2A1	1
SLC35F3	1
SLC44A3	1
SLC9A1	1
SMPDL3B	1
SNAPIN	1
SNHG12	1
SORT1	1
SSX2IP	1
ST3GAL3	1
ST6GALNAC3	1
STIL	1
SUSD4	1
SV2A	1
SYPL2	1
SYT11	1
SYTL1	1
TACSTD2	1
TARBP1	1
TBX15	1
TBX19	1
TDRD5	1
TEKT2	1
TESK2	1
TMEM125	1
TMEM200B	1
TMEM61	1
TMEM63A	1
TMEM79	1
TP53BP2	1
TP73	1
TRIM17	1
TRIM45	1
TRIM46	1
TRIT1	1
TRNP1	1
TTC22	1
TUFT1	1
TXNIP	1
UBIAD1	1
UCK2	1
VAMP3	1
VANGL2	1
VAV3	1
WDR78	1
YBX1	1
YTHDF2	1
ZNF644	1
ZNF648	1
ZNF687	1
ZNF692	1
ZSWIM5	1
ZYG11A	1
ZZZ3	1
ANKRD35	1
ANP32E	1
ASPM	1
ATP8B2	1
BTBD19	1
CD34	1
CDC20	1
CDC7	1
CDCA8	1
CENPF	1
CENPL	1
CFH	1
CHML	1
CKS1B	1
CLSPN	1
CNIH3	1
COL11A1	1
COL16A1	1
COL8A2	1
CSMD2	1
CTSK	1
DEPDC1	1
DNM3	1
DPT	1
E2F2	1
E2F2	1
EXO1	1
FAM72B	1
FAM72D	1
FMOD	1
GJA5	1
GLIS1	1
GPSM2	1
GREM2	1
GSTM5	1
HDGF	1
HEYL	1
HMCN1	1
HSPG2	1
ID3	1
ID3	1
IL12RB2	1
ILF2	1
IQGAP3	1
KANK4	1
KCNT2	1
KIF26B	1
KIF26B	1
KIF2C	1
KIRREL	1
LAMC1	1
LMOD1	1
MFAP2	1
MXRA8	1
NBL1	1
NEGR1	1
NEK2	1
NEXN	1
NID1	1
NUF2	1
OLFML2B	1
OLFML3	1
PDPN	1
PLA2G5	1
PODN	1
PRELP	1
PRRX1	1
PTGFRN	1
RAD54L	1
RBM8A	1
ROR1	1
SGIP1	1
SHE	1
SLC1A7	1
SMG5	1
SPSB1	1
STIL	1
STMN1	1
SYNC	1
SYPL2	1
TBX15	1
TIE1	1
TMCC2	1
TNFSF4	1
TNN	1
TSPAN1	1
UBE2T	1
UCK2	1
USP1	1
YARS	1
ADAM23	2
AOX1	2
CHN1	2
CNRIP1	2
CYP1B1	2
DPP4	2
EFEMP1	2
EPAS1	2
FAM49A	2
SCG2	2
SH3RF3	2
SNED1	2
TNS1	2
TWIST2	2
WIPF1	2
ZEB2	2
ABI2	2
ACADL	2
ACSL3	2
ACVR1C	2
AFTPH	2
ANKRD23	2
ANKZF1	2
AP1S3	2
ARL4C	2
ARMC9	2
ATG16L1	2
ATL2	2
ATOH8	2
ATP5G3	2
ATP6V1B1	2
BCL11A	2
BCL2L11	2
BOK	2
C2orf15	2
C2orf72	2
CALCRL	2
CAPN13	2
CCDC138	2
CCDC148	2
CCDC74A	2
CCDC85A	2
CD302	2
CNNM4	2
CNRIP1	2
CSRNP3	2
DIRC3	2
DIS3L2	2
DNAH7	2
DTNB	2
DYSF	2
EPAS1	2
EPCAM	2
EPT1	2
FAM110C	2
FAM84A	2
FANCL	2
FBXO41	2
FEZ2	2
FNDC4	2
FOXN2	2
FZD7	2
GALNT3	2
GALNT5	2
GPR1	2
GPR39	2
GPR75	2
GRHL1	2
GTDC1	2
GTF3C2	2
GYPC	2
HADHB	2
HOXD8	2
IAH1	2
IFT172	2
IGFBP5	2
IL1RL2	2
ING5	2
IQCA1	2
ITGB1BP1	2
ITGB6	2
KDM3A	2
KRTCAP3	2
LIMS1	2
LRP2	2
LY75	2
MAP4K4	2
MARS2	2
MBOAT2	2
MDH1	2
MDH1B	2
METTL5	2
MFSD6	2
MLPH	2
MREG	2
MSH2	2
MSH6	2
NCKAP5	2
NEURL3	2
NFU1	2
NOP58	2
NPAS2	2
NUP35	2
PASK	2
PCBP1	2
PDE1A	2
PECR	2
PID1	2
PKDCC	2
PKP4	2
POLE4	2
PPP3R1	2
PROM2	2
PSD4	2
PSME4	2
PXDN	2
RAB17	2
RABL2A	2
RETSAT	2
RHOQ	2
RTKN	2
RTN4	2
SCN2A	2
SCN9A	2
SDC1	2
SGPP2	2
SH3BP4	2
SH3YL1	2
SIX2	2
SLC19A3	2
SLC4A3	2
SLC4A5	2
SNRNP200	2
SPATS2L	2
SPHKAP	2
STK36	2
STRADB	2
TET3	2
TFCP2L1	2
TGFA	2
THUMPD2	2
TIA1	2
TIGD1	2
TMBIM1	2
TMEM37	2
TMEM87B	2
TNS1	2
TRAK2	2
TTLL4	2
TWIST2	2
UBE2F	2
UGP2	2
USP37	2
VAMP5	2
VSNL1	2
WDR35	2
ZEB2	2
ACVR1	2
ANTXR1	2
ARMC9	2
CDCA7	2
CENPA	2
CNRIP1	2
COL3A1	2
COL5A2	2
COL6A3	2
CYBRD1	2
CYP1B1	2
CYS1	2
EMILIN1	2
EN1	2
FAM124B	2
FAP	2
FKBP1B	2
FKBP7	2
FN1	2
FNDC4	2
FRZB	2
GALNT13	2
GALNT5	2
GLI2	2
GPR1	2
HJURP	2
HOXD8	2
HTR2B	2
IQCA1	2
ITGAV	2
LIMS2	2
MATN3	2
NCAPH	2
NRP2	2
PDE1A	2
PLA2R1	2
PXDN	2
RFTN2	2
RFX8	2
RNF144A	2
RPIA	2
SCN7A	2
SH3RF3	2
SNED1	2
ST6GAL2	2
TMEM127	2
TMEM169	2
TNFAIP6	2
TNS1	2
ABI3BP	3
CCDC80	3
CDV3	3
CHL1	3
FILIP1L	3
FSTL1	3
HEG1	3
HRH1	3
IGF2BP2	3
LSAMP	3
MECOM	3
P2RY14	3
SLC9A9	3
TGFBR2	3
ABHD14A	3
ABHD6	3
ACTL6A	3
ADIPOQ	3
AGTR1	3
ALCAM	3
ALDH1L1	3
ARHGAP31	3
ATP13A4	3
ATP13A5	3
ATRIP	3
AZI2	3
BSN	3
BTD	3
C3orf14	3
C3orf52	3
CAMK1	3
CCDC14	3
CCDC66	3
CDCP1	3
CDV3	3
CELSR3	3
CHDH	3
CIDEC	3
CLCN2	3
CLEC3B	3
CMTM7	3
COL7A1	3
CRTAP	3
CRYBG3	3
CTNNB1	3
DPH3	3
EGOT	3
EIF4E3	3
EPHA3	3
EPHB1	3
EPHB3	3
ESYT3	3
ETV5	3
FAM3D	3
FANCD2	3
FBLN2	3
FGD5	3
FSTL1	3
GBE1	3
GK5	3
GNAI2	3
GNL3	3
GRAMD1C	3
HEG1	3
HES1	3
HYAL1	3
IL17RB	3
IL20RB	3
ILDR1	3
IP6K2	3
IQCB1	3
KAT2B	3
KCNAB1	3
KCNH8	3
LIPH	3
LMCD1	3
MAGEF1	3
MAP4	3
MECOM	3
MGLL	3
MST1R	3
MUSTN1	3
NAALADL2	3
NBEAL2	3
NUP210	3
PCOLCE2	3
PDHB	3
PHLDB2	3
PLCH1	3
PLCL2	3
PLOD2	3
PLS1	3
PLSCR4	3
PLXNB1	3
PLXND1	3
PODXL2	3
PPARG	3
PRKCI	3
PTH1R	3
PXK	3
QTRTD1	3
RAB7A	3
RAD18	3
RARB	3
RFTN1	3
RHOA	3
ROPN1	3
ROPN1B	3
RPL32P3	3
SFMBT1	3
SH3BP5	3
SIDT1	3
SLC12A8	3
SLC15A2	3
SLC25A20	3
SLC4A7	3
SLC6A11	3
SLC9A9	3
SMARCC1	3
SRGAP3	3
STX19	3
TATDN2	3
TGFBR2	3
THPO	3
TIMP4	3
TNIK	3
TP63	3
TRAIP	3
TRIM59	3
TSEN2	3
TTC21A	3
VEPH1	3
VGLL4	3
WDR6	3
XYLB	3
YEATS2	3
ZDHHC23	3
ZNF662	3
ZNF860	3
CCDC36	3
CCDC80	3
CD200	3
CDC25A	3
COL8A1	3
CRTAP	3
EIF5A2	3
EPHA3	3
FBLN2	3
FILIP1L	3
FOXP1	3
FSTL1	3
GOLIM4	3
GXYLT2	3
HEG1	3
HRH1	3
HTR1F	3
ITGB5	3
KIF15	3
KIF15	3
LAMB2	3
LMCD1	3
LRRC15	3
MCM2	3
MECOM	3
MITF	3
MME	3
PLSCR4	3
POLQ	3
PRICKLE2	3
PTH1R	3
PTPRG	3
PVRL3	3
RBMS3	3
SGOL1	3
SHOX2	3
SLCO2A1	3
SPSB4	3
TGFBR2	3
TMEM158	3
TRPC1	3
VGLL3	3
ZBTB47	3
ZNF385D	3
ANK2	4
ANTXR2	4
CFI	4
HSD17B11	4
IGFBP7	4
PDGFRA	4
PRDM8	4
SLIT2	4
SPARCL1	4
TLL1	4
ACOX3	4
ACSL1	4
ADD1	4
ADH1A	4
ADH1B	4
ADH5	4
ALPK1	4
ANK2	4
ANTXR2	4
ANXA5	4
AP1AR	4
ARAP2	4
ARHGAP10	4
ARHGAP24	4
ARHGEF38	4
ARSJ	4
BANK1	4
BST1	4
C1QTNF7	4
CASP6	4
CCDC110	4
CDKL2	4
CDS1	4
DCAF16	4
DCHS2	4
DHX15	4
EGF	4
EMCN	4
ETFDH	4
FAM149A	4
FAM160A1	4
FGFBP1	4
FGFBP2	4
FHDC1	4
GALNT7	4
GSTCD	4
HSD17B11	4
HTRA3	4
KDR	4
KIT	4
KLB	4
LDB2	4
LRAT	4
LRBA	4
MAPK10	4
METAP1	4
MFAP3L	4
MSX1	4
MTHFD2L	4
NFXL1	4
NSUN7	4
OCIAD2	4
PACRGL	4
PAICS	4
PAPSS1	4
PARM1	4
PCGF3	4
PDE6B	4
PGRMC2	4
PIGG	4
PPAT	4
PROM1	4
RASSF6	4
RBM47	4
RHOH	4
sep-11	4
SETD7	4
SGCB	4
SH3D19	4
SHROOM3	4
SLC26A1	4
SLC2A9	4
SLC34A2	4
SLC39A8	4
SOD3	4
STBD1	4
TBC1D14	4
TIFA	4
TIGD2	4
TIGD4	4
TMEM154	4
TRIM2	4
TSPAN5	4
UGT8	4
ZBTB49	4
ZNF827	4
ART3	4
C1QTNF7	4
CCNA2	4
CENPE	4
CORIN	4
CPE	4
CPZ	4
CYP2U1	4
EDNRA	4
ENOPH1	4
EVC	4
EVC2	4
FAM198B	4
FAT4	4
GUCY1B3	4
H2AFZ	4
HAND2	4
HMGB2	4
HNRNPD	4
HTRA3	4
IGFBP7	4
INPP4B	4
LDB2	4
LEF1	4
MAD2L1	4
MSX1	4
NCAPG	4
PALLD	4
PCDH18	4
PCDH7	4
PDGFC	4
PDGFRA	4
PITX2	4
PKD2	4
PLK4	4
PRDM5	4
PRKG2	4
SAP30	4
SCLT1	4
SFRP2	4
SH3D19	4
SLIT2	4
SORCS2	4
SPARCL1	4
SPON2	4
SPRY1	4
TACC3	4
TLL1	4
UNC5C	4
VEGFC	4
ADAM19	5
ADAMTS2	5
ECSCR	5
FGF18	5
GFPT2	5
MCTP1	5
PTGER4	5
SLIT3	5
SYNPO	5
ABLIM3	5
ADRA1B	5
ADRB2	5
AFAP1L1	5
ANXA6	5
AP3S1	5
ARHGEF37	5
ARRDC3	5
ATP6V0E1	5
BHMT2	5
BRD8	5
BTNL9	5
C1QTNF2	5
C5orf34	5
C6	5
CCDC125	5
CCDC125	5
CCDC69	5
CCL28	5
CDK7	5
CDK7	5
CDO1	5
CEP72	5
CEP72	5
CMYA5	5
CTNND2	5
DMGDH	5
EBF1	5
F12	5
F2RL1	5
FAM169A	5
FAM196B	5
FAT2	5
FBXL7	5
FOXI1	5
GABRP	5
GHR	5
GPX3	5
GRAMD3	5
HMGCR	5
HMGXB3	5
HNRNPH1	5
IRX1	5
IRX2	5
IRX4	5
ITGA2	5
KDM3B	5
KIF3A	5
LSM11	5
MAML1	5
MAP3K1	5
MARCH3	5
MARVELD2	5
MARVELD2	5
MEF2C	5
NEURL1B	5
NKD2	5
NME5	5
NNT	5
NSUN2	5
OCLN	5
OCLN	5
PART1	5
PCDH12	5
PCDHA11	5
PDGFRB	5
PFDN1	5
PLEKHG4B	5
PRLR	5
PSD2	5
RANBP17	5
RASGEF1C	5
RASGRF2	5
RHOBTB3	5
RNF130	5
RNF44	5
SEMA5A	5
SLC12A2	5
SLC1A3	5
SLC27A6	5
SNX2	5
SPARC	5
SPEF2	5
SYNPO	5
THBS4	5
TNFAIP8	5
TRIM36	5
TRIM7	5
TTC23L	5
WWC1	5
ZFP62	5
ZNF346	5
ZNF608	5
ADAMTS12	5
ADAMTS12	5
ADAMTS16	5
ADAMTS2	5
ADAMTS6	5
ARL15	5
ARSI	5
BHMT2	5
C1QTNF3	5
CDH6	5
CDO1	5
CHSY3	5
DAB2	5
DEPDC1B	5
DPYSL3	5
EBF1	5
ECSCR	5
EDIL3	5
EGFLAM	5
F2R	5
FBN2	5
FBXL7	5
FGF1	5
FGF10	5
FGF18	5
FST	5
GABRB2	5
GALNT10	5
GFPT2	5
GPX8	5
ITGA1	5
KLHL3	5
LOX	5
LRRTM2	5
NKD2	5
NR2F1	5
PCDH12	5
PCDHB11	5
PCDHB12	5
PCDHB13	5
PCDHB15	5
PCDHB4	5
PCDHB5	5
PCDHB9	5
PCDHGA11	5
PCDHGA2	5
PCDHGA3	5
PCDHGA9	5
PCDHGB6	5
PCDHGB7	5
PCDHGC3	5
PDGFRB	5
PDLIM7	5
POLR3G	5
PPIC	5
PRDM6	5
PTTG1	5
RASGRF2	5
SEMA5A	5
sep-08	5
SGCD	5
SH3PXD2B	5
SLIT3	5
SPARC	5
SPOCK1	5
SYNPO	5
TGFBI	5
TRIP13	5
UBE2QL1	5
UBTD2	5
VCAN	5
YIPF5	5
ZNF454	5
AKAP12	6
F13A1	6
LAMA2	6
NT5E	6
PRDM1	6
RAB32	6
RSPO3	6
SOD2	6
SYNE1	6
TMEM200A	6
ACOT13	6
AKAP12	6
BEND3	6
BMP6	6
BRD2	6
BRD2	6
BRD2	6
BRD2	6
BRD2	6
BRD2	6
BRD2	6
BRPF3	6
C6orf106	6
C6orf132	6
CD24	6
CLIC5	6
CNR1	6
CUL9	6
DAAM2	6
DDR1	6
DDR1	6
DDR1	6
DDR1	6
DDR1	6
DDR1	6
DDR1	6
DEF6	6
DSE	6
DSP	6
DUSP22	6
EFHC1	6
ENPP5	6
EPB41L2	6
EPM2A	6
EYA4	6
EZR	6
FAM162B	6
FAM26E	6
FAM83B	6
FOXQ1	6
FUT9	6
FYN	6
GABBR1	6
GABBR1	6
GABBR1	6
GABBR1	6
GABBR1	6
GABBR1	6
GABBR1	6
GCNT2	6
HCG18	6
HCG18	6
HCG18	6
HCG18	6
HCG18	6
HCG18	6
HCG18	6
HEBP2	6
HIST1H2BG	6
IL20RA	6
ITPR3	6
JARID2	6
KIAA0408	6
KLHL31	6
LAMA4	6
LRRC1	6
LRRC16A	6
MAP7	6
MAPK13	6
MAPK14	6
MBOAT1	6
MCM9	6
MDC1	6
MDC1	6
MDC1	6
MDC1	6
MDC1	6
MDC1	6
MDC1	6
MDC1	6
MED23	6
MLLT4	6
MYCT1	6
MYO6	6
NFYA	6
NRN1	6
OSTM1	6
PERP	6
PKIB	6
PLN	6
PM20D2	6
POLR1C	6
PPIL6	6
PRSS16	6
PSMB1	6
PSMB1	6
PTK7	6
PTPRK	6
PTPRK	6
QKI	6
RCAN2	6
REPS1	6
RGL2	6
RGL2	6
RGL2	6
RGL2	6
RGL2	6
RNF39	6
RNF39	6
RNF39	6
RNF39	6
RNF39	6
RNF39	6
RNF39	6
RNF39	6
RWDD1	6
SAMD5	6
SERINC1	6
SERPINB6	6
SLC22A3	6
SLC35B2	6
SMPD2	6
SNX3	6
SNX9	6
SOX4	6
SPDEF	6
SRPK1	6
STX11	6
SYNJ2	6
TBC1D22B	6
TFAP2A	6
TIAM2	6
TMEM14B	6
TMEM151B	6
TMEM170B	6
TPBG	6
TPBG	6
TPD52L1	6
TRAF3IP2	6
TRIM26	6
TRIM26	6
TRIM26	6
TRIM26	6
TRIM26	6
TRIM26	6
TRIM26	6
TRIM26	6
TRIM27	6
TRIM27	6
TRIM27	6
TRIM27	6
TRIM27	6
TRIM27	6
TRIM27	6
TSPYL4	6
UNC5CL	6
WDR27	6
XPO5	6
ZBTB24	6
ZNF165	6
ZNF311	6
ZNF311	6
ZNF311	6
ZNF311	6
ZNF311	6
ZNF311	6
ZNF311	6
ZSCAN12	6
ZSCAN16	6
AGPAT4	6
AKAP12	6
ANKRD6	6
BEND6	6
CENPW	6
COL10A1	6
COL12A1	6
CTGF	6
DSE	6
EYA4	6
F13A1	6
FAM26E	6
FHL5	6
FILIP1	6
FNDC1	6
FOXF2	6
GJA1	6
HEY2	6
KIFC1	6
KIFC1	6
KIFC1	6
KIFC1	6
LAMA2	6
LAMA4	6
MOCS1	6
MYCT1	6
NOTCH4	6
NOTCH4	6
NOTCH4	6
NOTCH4	6
NOTCH4	6
NOTCH4	6
NOTCH4	6
NOTCH4	6
NRN1	6
NT5E	6
PLN	6
PPP1R3G	6
PRPH2	6
RAB23	6
RCAN2	6
RUNX2	6
SMOC2	6
SOBP	6
SPDEF	6
SYNE1	6
TBX18	6
THBS2	6
TMEM200A	6
TRAM2	6
TTK	6
CAV1	7
ELMO1	7
GNG11	7
SAMD9	7
THSD7A	7
TWIST1	7
ABCA13	7
ABHD11	7
ACTR3B	7
AGR2	7
ARHGEF35	7
ARHGEF5	7
ASNS	7
AUTS2	7
BAIAP2L1	7
BCAP29	7
BCL7B	7
BMPER	7
BRI3	7
CASP2	7
CAV1	7
CAV2	7
CD36	7
CDCA7L	7
CHCHD3	7
CLDN12	7
CLDN3	7
CLDN4	7
COBL	7
CYP51A1	7
DENND2A	7
ELMO1	7
EPDR1	7
EPHA1	7
ETV1	7
EZH2	7
FZD1	7
GIMAP4	7
GIMAP6	7
GIMAP7	7
GIMAP8	7
GJC3	7
GNA12	7
GNAI1	7
GNG11	7
GPC2	7
GPR146	7
GRID2IP	7
HDAC9	7
HEPACAM2	7
HOXA10	7
HOXA11	7
IQUB	7
ITGB8	7
JAZF1	7
KIAA0895	7
KIAA1549	7
LUC7L2	7
MACC1	7
MDFIC	7
MEOX2	7
MLXIPL	7
NSUN5P1	7
NSUN5P2	7
OGDH	7
PAXIP1	7
PDE1C	7
PDGFA	7
PDK4	7
PEG10	7
PHKG1	7
PILRB	7
PMS2	7
PRKAR2B	7
PTPRZ1	7
SBDS	7
SLC25A40	7
SVOPL	7
TMEM120A	7
TMEM139	7
TMEM140	7
TMEM184A	7
TRPV6	7
TRPV6	7
TRRAP	7
TWIST1	7
UBE2D4	7
USP42	7
VKORC1L1	7
VWDE	7
YWHAG	7
ZMIZ2	7
ZNF107	7
ZNF138	7
ZNF273	7
ZNF3	7
ZNF425	7
ZNF713	7
ZNF786	7
ZNF789	7
ZNF862	7
AEBP1	7
AMPH	7
ANLN	7
ASNS	7
CACNA2D1	7
CALD1	7
CAV1	7
COL1A2	7
CTTNBP2	7
CYTH3	7
DGKI	7
DPY19L1	7
ELN	7
ETV1	7
EZH2	7
FAM180A	7
FKBP14	7
FKBP9	7
FLNC	7
GNG11	7
HGF	7
HOXA10	7
HOXA11	7
HOXA9	7
IGFBP3	7
INHBA	7
JAZF1	7
KCND2	7
LAMB1	7
LRRC17	7
LRRN3	7
MCM7	7
NACAD	7
PCOLCE	7
RARRES2	7
RFC2	7
SEMA3D	7
SFRP4	7
THSD7A	7
TMEM130	7
TPST1	7
TWIST1	7
BAALC	8
BHLHE22	8
